LungeI,timeoflunge,depth,lungecat,PosFluSt,PosSpdInc,PosMaxSpd,PosBegDecel,PosEndDecel,PosMinSpd,PosDownStr,PosMaxGape,PosGyroFin,LengthFlu,LengthAcc,LengthAdj,LengthDecel,LengthGyro,AccelDecelRatio,SpdFluSt,SpdAtInc,PitchAtInc,MaxSpd,MaxSpdPitch,SpdBegDecel,PitchBegDecel,SpdEndDecel,PitchEndDecel,MinSpd,AccelSpdGain,AccelPitchChng,DecelSpdLoss,DecelPitchChng,SlpAccel,SlpDecel,AccelDecelSlpRatio,RectApproxDist,SpeedIntegrDist,TotLength,whaleName,Species,Location,MaxDiam,ModelWaterEngulfClosing,ModelWaterEngulfOpening,ModelWaterEngulfFull,ModelWaterEngulfFullKg,LengthVGB,VposShirel,VantShirel,ModelWaterEngulfFullShirel,ModelWaterEngulfFullShirelKg,VposShirelDroneMorphs,VantShirelDroneMorphs,VtotShirelDroneMorphs,MassSKR,EnCost,EnCostkJ,EnCostMS,PreyBiomassTop50,PreyEnDensity,EnPerCubeMeter,EnPerKgWater,EnPerLunge,EnPerLungeMS,EnPerLungeShirel,EnRatio,EnRatioShirel,EnPerVpos,EnPerVant,DiveStartPos,DiveEndPos,NumOfLungesInDive,EnCostkJPerDive,EnPerDive,EnRatioDive,EnCostkJPerDay,EnPerDay,EnRatioDay,EngulfDistanceTravelled,DistancePerVGBLength,EngulfmentDrag,ShapeDragMinusThrust,Vmin,Deceleration,E2E,R2BH,JawAreaDirectMeasure,JawAreaTriangleApprox,ShirelFilterTimeApprox,LengthLunge,LengthLungePlusFilter,ROBMetabolic
36112,15:35:48,156.852272,103,36011,36030,36115,36119,36126,36150,36109,36122,36136,10.4,8.5,0.4,0.7,2.7,7.8,2.945628661,3.128306681,-32.05988515,6.233883081,17.44528941,5.934906634,17.06519962,3.878268286,37.44888735,1.87313263,3.1055764,49.50517455,2.056638348,20.38368773,0.365361929,-2.938054783,-8.041491318,0.719823422,0.880772213,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.864008055,3.382679688,3467.24668,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1562508.111,1562.508111,235.7467375,0.212684817,4575,973.0330394,0.973033039,2833.946282,427.5776782,2786.258255,1.813716206,1.783196027,1561.631365,1272.314917,33871,37449,8,13854.13952,22671.57026,1.636447376,2246453.035,3420573.162,1.522655096,3.49273,0.903120866,19209.87548,263.2865954,3.37085067,2.938054783,1.31,1.63,1.139712718,1.122522401,8.689557614,9.6,18.28955761,4818.770925
27683,15:21:45,138.9868657,103,27576,27586,27683,27688,27693,27723,27681,27690,27701,10.7,9.7,0.5,0.5,2,9.2,1.637119244,1.796597555,-15.29534027,5.008397033,28.46742839,4.462229526,19.25768569,3.496573652,34.4514789,1.962137949,3.211799479,43.76276866,0.965655874,15.19379321,0.331113348,-1.931311749,-5.832781308,0.241413969,0.281476867,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.166419816,2.685091448,2752.218734,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,883134.5451,883.1345451,133.2448045,0.212684817,4575,973.0330394,0.973033039,2249.519797,339.4010882,2786.258255,2.547199416,3.154964632,977.2048808,1272.314917,26438,29571,8,8162.3105,17996.15838,2.204787281,1420051.259,2715170.395,1.912022807,1.98147,0.512351915,19246.67102,-6446.110964,2.732975636,1.931311748,1.31,1.63,1.139712718,1.122522401,8.689557614,10.7,19.38955761,4818.770925
60992,16:17:16,178.6352343,103,60915,60978,60991,60994,61001,61025,60989,61000,61014,7.6,1.3,0.3,0.7,2.5,0.6,2.713159249,2.160542233,3.844336917,3.54004743,12.7071004,3.371595136,12.44428803,2.554062202,32.06654079,1.566196905,1.379505197,8.862763485,0.817532933,19.62225276,1.061157843,-1.16790419,-1.100594221,0.286136527,0.317959885,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.078813472,2.597485104,2662.422232,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,311177.8054,311.1778054,46.94961381,0.212684817,4575,973.0330394,0.973033039,2176.124828,328.327466,2786.258255,6.993187787,8.953910615,903.8099112,1272.314917,59224,62477,5,3068.019343,10880.62414,3.5464653,778556.0291,2626582.667,3.373659145,2.064915,0.533928424,9714.274269,-1973.510637,2.125265427,1.167904191,1.31,1.63,1.139712718,1.122522401,8.689557614,2.3,10.98955761,4818.770925
35815,15:35:18,148.3360717,103,35734,35747,35818,35822,35827,35845,35812,35821,35837,8.4,7.1,0.4,0.5,2.5,6.6,1.973240647,1.636666253,3.677858891,5.224349928,21.67086785,4.6121876,31.41060978,2.97991862,67.23139882,1.964199193,3.587683676,17.99300896,1.63226898,35.82078904,0.50530756,-3.26453796,-6.46049697,0.408067245,0.477649175,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.125105489,2.643777121,2709.871549,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,831413.821,831.413821,125.4413301,0.212684817,4575,973.0330394,0.973033039,2214.907421,334.1788722,2786.258255,2.66402526,3.351229177,942.5925041,1272.314917,33871,37449,8,8067.065466,17719.25937,2.196493811,1373328.238,2673393.257,1.946652798,1.886005,0.487667375,16150.39337,5486.669754,3.553206357,3.26453796,1.31,1.63,1.139712718,1.122522401,8.689557614,8,16.68955761,4818.770925
70124,16:32:29,168.5994127,103,70058,70097,70127,70133,70139,70155,70122,70131,70145,6.9,3,0.6,0.6,2.3,2.4,2.952464828,3.022017917,-25.68445173,6.698267943,13.74538641,5.87109886,32.26285362,3.612096709,54.17274848,2.567065553,3.676250026,39.42983814,2.259002151,21.90989486,1.225416675,-3.765003585,-3.07242725,0.677700645,0.788128476,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.236029407,2.754701039,2823.568565,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1112506.026,1112.506026,167.851715,0.212684817,4575,973.0330394,0.973033039,2307.837421,348.1998838,2786.258255,2.074449367,2.504488236,1035.522505,1272.314917,67763,71057,8,10325.44065,18462.69937,1.788078591,1734708.304,2785559.767,1.605779923,2.84244,0.734974325,16998.33787,7955.766278,3.815858537,3.765003585,1.31,1.63,1.139712718,1.122522401,8.689557614,4.2,12.88955761,4818.770925
5424,14:44:39,64.86935168,103,5360,5379,5427,5430,5437,5450,5424,5432,5447,6.7,4.8,0.3,0.7,2.3,4.1,2.204866662,2.02605506,-34.23761157,5.707965953,19.51800051,5.279502427,18.19592413,2.930107844,64.64240562,1.834598311,3.681910893,53.75561208,2.349394583,46.44648149,0.767064769,-3.356277975,-4.375481849,0.822288104,0.906407188,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.527218187,3.045889819,3122.037065,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1009005.872,1009.005872,152.2359089,0.212684817,4575,973.0330394,0.973033039,2551.789979,385.0067453,2786.258255,2.529014003,2.761389534,1279.475062,1272.314917,2975,6229,6,7454.370063,15310.73987,2.053928064,1600477.608,3080010.505,1.924432113,2.84001,0.734345996,13068.43613,9176.671543,3.602786531,3.356277976,1.31,1.63,1.139712718,1.122522401,8.689557614,5.8,14.48955761,4818.770925
45267,15:51:03,161.2746111,103,45209,45238,45268,45271,45278,45301,45268,45274,45287,5.9,3,0.3,0.7,1.9,2.3,2.187668795,2.329479934,-16.40606461,6.54513343,27.48905471,6.350355085,17.2452557,3.761801048,45.8218811,2.037487654,4.215653496,43.89511933,2.588554037,28.5766254,1.405217832,-3.697934338,-2.631573734,0.905993913,1.068977603,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.922889609,3.441561242,3527.600273,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1476003.331,1476.003331,222.6951447,0.212684817,4575,973.0330394,0.973033039,2883.276156,435.0204279,2786.258255,1.953434721,1.887704585,1610.961238,1272.314917,42618,46410,9,14937.83216,25949.4854,1.737165415,2174612.802,3480114.32,1.600337456,3.57282,0.923829868,18957.32915,5552.246083,3.781718226,3.697934339,1.31,1.63,1.139712718,1.122522401,8.689557614,4,12.68955761,4818.770925
69826,16:31:59,166.7361066,103,69744,69779,69842,69849,69854,69875,69842,69850,69862,9.8,6.3,0.7,0.5,2,5.8,3.634708778,3.149552155,23.89935702,7.88102334,67.61158454,6.311366047,28.35448924,4.006513313,55.85138541,2.153242471,4.731471185,43.71222752,2.304852734,27.49689617,0.751027172,-4.609705468,-6.137867761,0.576213183,0.692761419,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.544302605,3.062974237,3139.548593,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1592908.853,1592.908853,240.3335141,0.212684817,4575,973.0330394,0.973033039,2566.102987,387.1662509,2786.258255,1.610954062,1.749163645,1293.78807,1272.314917,67763,71057,8,14041.44771,20528.8239,1.462016191,2295360.87,3097286.305,1.349367913,2.580775,0.667315182,25157.28647,5395.425563,4.222271518,4.609705468,1.31,1.63,1.139712718,1.122522401,8.689557614,7.5,16.18955761,4818.770925
5750,14:45:11,53.12121178,103,5669,5685,5751,5757,5763,5777,5749,5761,5777,8.2,6.6,0.6,0.6,2.8,6,1.552604335,1.532446094,-17.67436798,5.645821054,-16.80083857,5.176834715,-3.548576653,3.542092414,30.53700005,1.82477582,4.11337496,0.873529418,1.634742301,34.08557671,0.62323863,-2.724570502,-4.371632902,0.49042269,0.604623308,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.140511681,2.659183313,2725.662896,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1084172.015,1084.172015,163.5767607,0.212684817,4575,973.0330394,0.973033039,2227.814443,336.1262466,2786.258255,2.0548533,2.569941132,955.4995259,1272.314917,2975,6229,6,7847.54167,13366.88666,1.703321527,1679570.629,2688972.033,1.600987768,2.648145,0.684735152,16090.91645,1967.291076,3.24607533,2.724570502,1.31,1.63,1.139712718,1.122522401,8.689557614,7.8,16.48955761,4818.770925
51774,16:01:54,180.7771879,103,51685,51689,51779,51781,51788,51797,51779,51787,51799,9.4,9,0.2,0.7,2,8.3,2.087944975,2.028226217,27.86979324,6.883366766,52.67427044,6.742283125,28.84771602,4.122910334,48.81880591,2.34840989,4.855140549,24.8044772,2.619372791,19.9710899,0.539460061,-3.74196113,-6.936493359,0.916780477,1.155235859,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,2.107410108,3.62608174,3716.733783,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,2148876.504,2148.876504,324.216317,0.212684817,4575,973.0330394,0.973033039,3037.864005,458.3441987,2786.258255,1.41369874,1.296611625,1765.549089,1272.314917,50102,53211,5,12004.00924,15189.32003,1.26535391,2952454.809,3666701.854,1.241916335,3.9103,1.011092619,21891.08589,2910.294944,3.804163768,3.74196113,1.31,1.63,1.139712718,1.122522401,8.689557614,9.9,18.58955761,4818.770925
28396,15:22:56,146.7020232,103,28249,28275,28399,28404,28409,28437,28398,28407,28421,15,12.4,0.5,0.5,2.3,11.9,2.102074074,1.95999731,16.87990986,4.990084092,15.88738615,4.552942677,22.23538539,3.530017697,35.63728755,1.750041373,3.030086782,-0.992523711,1.02292498,13.40190216,0.244361837,-2.045849961,-8.372215498,0.255731245,0.304490297,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.190538963,2.709210595,2776.94086,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,986732.8806,986.7328806,148.8754239,0.212684817,4575,973.0330394,0.973033039,2269.726371,342.449798,2786.258255,2.300243983,2.823720897,997.4114546,1272.314917,26438,29571,8,8887.011732,18157.81097,2.043185214,1529390.558,2739559.73,1.791275431,2.018355,0.521889329,19605.30076,-6045.591766,2.812849259,2.04584996,1.31,1.63,1.139712718,1.122522401,8.689557614,13.4,22.08955761,4818.770925
69039,16:30:40,170.193717,103,68992,69023,69036,69045,69052,69073,69035,69049,69063,4.4,1.3,0.9,0.7,2.8,0.6,2.807586534,2.652813224,16.95958768,3.813264367,28.01444009,3.433905848,28.65036345,2.402061856,55.15876423,1.736237106,1.160451143,11.0548524,1.031843992,26.50840078,0.892654725,-1.474062845,-1.651324755,0.361145397,0.413229056,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.078773811,2.597445444,2662.38158,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,257227.9494,257.2279494,38.80981445,0.212684817,4575,973.0330394,0.973033039,2176.091601,328.3224528,2786.258255,8.459778988,10.83186435,903.7766839,1272.314917,67763,71057,8,3533.331252,17408.73281,4.927002753,709948.799,2626542.562,3.699622517,2.04309,0.528285098,9136.007485,633.9480916,2.387632978,1.474062846,1.31,1.63,1.139712718,1.122522401,8.689557614,2.9,11.58955761,4818.770925
43978,15:48:54,164.8446099,103,43877,43933,43978,43983,43989,44010,43973,43984,44000,10.1,4.5,0.5,0.6,2.7,3.9,3.555344192,2.271794446,-4.395535074,6.497445934,16.196333,5.974332627,13.09845668,3.776770308,32.35503663,1.892188752,4.225651489,20.59186807,2.197562318,19.25657996,0.939033664,-3.662603864,-3.900396763,0.659268696,0.80307925,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.287433352,2.806104984,2876.257609,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1330649.884,1330.649884,200.7646338,0.212684817,4575,973.0330394,0.973033039,2350.902693,354.6974484,2786.258255,1.766732723,2.093907863,1078.587776,1272.314917,42618,46410,9,13560.26084,21158.12424,1.560303632,1989865.181,2837539.55,1.42599588,2.959265,0.765181955,18104.94056,6170.46748,3.763609392,3.662603865,1.31,1.63,1.139712718,1.122522401,8.689557614,5.6,14.28955761,4818.770925
52024,16:02:19,179.7281073,103,51963,51978,52027,52029,52035,52064,52023,52031,52046,6.4,4.9,0.2,0.6,2.3,4.3,2.285782603,2.252466103,-20.86893951,5.674182745,-2.764850034,5.464133643,6.267974447,3.698871031,29.2427611,2.186050156,3.421716642,18.10408947,1.765262612,22.97478665,0.698309519,-2.942104354,-4.21318094,0.529578784,0.65139943,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.201509048,2.72018068,2788.185197,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1121872.874,1121.872874,169.264958,0.212684817,4575,973.0330394,0.973033039,2278.916905,343.8364394,2786.258255,2.031350394,2.483577524,1006.601988,1272.314917,50102,53211,5,6970.185279,11394.58453,1.634760637,1737289.705,2750652.704,1.583301102,2.78245,0.719462614,17188.56242,2311.439844,3.373172921,2.942104353,1.31,1.63,1.139712718,1.122522401,8.689557614,5.7,14.38955761,4818.770925
36611,15:36:37,157.7785098,103,36563,36573,36612,36620,36626,36635,36614,36622,36636,4.9,3.9,0.8,0.6,2.2,3.3,2.663127115,2.362216977,23.51209224,6.678355837,36.29332979,5.785969789,9.290485468,3.740673191,43.09007735,2.469887727,4.316138859,12.78123754,2.045296598,33.79959188,1.106702272,-3.408827663,-3.080166862,0.613588979,0.728900406,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.242626487,2.761298119,2830.330572,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1206351.968,1206.351968,182.0109212,0.212684817,4575,973.0330394,0.973033039,2313.364333,349.0337683,2786.258255,1.917652886,2.309656161,1041.049416,1272.314917,33871,37449,8,11170.65609,18506.91466,1.65674375,1841582.474,2792230.75,1.516212708,2.871045,0.742370767,17645.56949,4947.832779,3.630881638,3.408827663,1.31,1.63,1.139712718,1.122522401,8.689557614,5.3,13.98955761,4818.770925
60735,16:16:50,177.0658325,103,60692,60706,60733,60740,60746,60762,60731,60740,60754,4.1,2.7,0.7,0.6,2.3,2.1,2.641220122,2.545589232,2.243958966,4.733372543,13.35423208,3.660908352,34.38047075,2.804450007,59.98431355,1.873760676,2.18778331,11.11027311,0.856458345,25.6038428,0.810290115,-1.427430575,-1.761629013,0.256937504,0.257328521,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,0.797247062,2.315918695,2373.816662,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,359135.295,359.135295,54.18530216,0.212684817,4575,973.0330394,0.973033039,1940.233714,292.736892,2786.258255,5.40251471,7.758241236,667.9187969,1272.314917,59224,62477,5,3266.847238,9701.16857,2.969581331,826553.083,2341862.093,2.833286985,1.89718,0.490556913,11095.41692,-1634.535831,2.349562848,1.427430575,1.31,1.63,1.139712718,1.122522401,8.689557614,4,12.68955761,4818.770925
43695,15:48:26,161.9875113,103,43550,43646,43699,43702,43707,43731,43700,43705,43715,14.9,5.3,0.3,0.5,1.5,4.8,2.115574373,2.607655004,-22.66884393,5.14084991,38.69565922,4.853867647,18.28932589,3.679626369,42.21399235,1.852659026,2.533194906,61.36450315,1.174241277,23.92466646,0.477961303,-2.348482555,-4.913541202,0.293560319,0.355328061,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.263461079,2.782132712,2851.686029,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,883138.9386,883.1389386,133.2454674,0.212684817,4575,973.0330394,0.973033039,2330.819167,351.6673037,2786.258255,2.639244025,3.154948936,1058.50425,1272.314917,42618,46410,9,9510.977858,20977.37251,2.205595768,1446811.342,2813298.736,1.944482085,2.136425,0.552418881,20986.27822,-5420.747676,3.013722346,2.348482556,1.31,1.63,1.139712718,1.122522401,8.689557614,6.1,14.78955761,4818.770925
28194,15:22:36,144.5439849,103,28094,28108,28197,28200,28206,28227,28192,28202,28217,10.3,8.9,0.3,0.6,2.5,8.3,1.885410157,1.763854175,-9.97942109,4.487771974,40.67258276,4.351520599,49.86437071,3.388065719,60.3171037,1.997607925,2.723917799,50.65200385,0.963454879,10.45273299,0.30605818,-1.605758132,-5.246578067,0.289036464,0.327933579,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,0.97778666,2.496458293,2558.86975,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,800550.2363,800.5502363,120.7847211,0.212684817,4575,973.0330394,0.973033039,2091.48644,315.5574689,2786.258255,2.612561142,3.480428996,819.1715225,1272.314917,26438,29571,8,7536.331181,16731.89152,2.220164045,1325606.629,2524424.133,1.904353884,2.3126,0.597972736,14449.3648,-3806.544735,2.492009159,1.605758133,1.31,1.63,1.139712718,1.122522401,8.689557614,9.8,18.48955761,4818.770925
21916,15:12:08,133.1496421,103,21805,21827,21920,21922,21930,21939,21916,21925,21939,11.5,9.3,0.2,0.8,2.3,8.5,2.662939778,2.69595807,-8.311181847,6.288126719,5.97595399,5.990472812,15.07325912,3.187135743,35.67439843,2.131373531,3.59216865,14.28713584,2.803337069,20.60113931,0.386254694,-3.504171336,-9.072178009,1.121334828,1.273139004,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.564036442,3.082708074,3159.775776,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1534670.944,1534.670944,231.5467457,0.212684817,4575,973.0330394,0.973033039,2582.63563,389.6606485,2786.258255,1.682859534,1.815541153,1310.320713,1272.314917,20329,24175,7,12248.56252,18078.44941,1.475964986,2208782.195,3117241.205,1.411294066,3.68268,0.952236546,12588.29289,10637.03864,3.681308684,3.504171336,1.31,1.63,1.139712718,1.122522401,8.689557614,10.3,18.98955761,4818.770925
35417,15:34:38,151.0689605,103,35341,35351,35420,35424,35430,35449,35416,35427,35441,7.9,6.9,0.4,0.6,2.5,6.3,2.931837789,2.50583177,-6.157867825,5.77129668,6.541531539,5.266495968,10.16990692,3.398154359,41.99961743,2.195535391,3.26546491,12.69939936,1.868341609,31.82971051,0.473255784,-3.113902682,-6.579745641,0.560502483,0.655840567,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.126056098,2.64472773,2710.845923,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1069178.706,1069.178706,161.3146134,0.212684817,4575,973.0330394,0.973033039,2215.703823,334.2990311,2786.258255,2.072341893,2.605979935,943.3889067,1272.314917,33871,37449,8,9973.039563,17725.63059,1.777354886,1660892.08,2674354.516,1.610191624,2.601315,0.672626243,15353.12148,5285.544608,3.470260578,3.113902682,1.31,1.63,1.139712718,1.122522401,8.689557614,7.9,16.58955761,4818.770925
28708,15:23:27,148.694329,103,28630,28638,28712,28716,28726,28738,28710,28719,28730,8.2,7.4,0.4,1,2,6.4,2.59264839,2.497479195,-10.17193017,5.610168729,8.587381348,5.130550268,-11.91697891,2.662030937,6.092765391,1.917269109,3.112689534,18.75931152,2.468519331,18.0097443,0.420633721,-2.468519331,-5.868572131,1.234259666,1.209526953,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,2.109213793,3.627885425,3718.582561,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1029036.992,1029.036992,155.2581468,0.212684817,4575,973.0330394,0.973033039,3039.3751,458.5721883,2786.258255,2.953611117,2.707636632,1767.060183,1272.314917,26438,29571,8,9402.775394,24315.00079,2.585938701,1607206.4,3668525.744,2.282547994,3.74813,0.969160059,9898.981819,6462.141639,3.089781974,2.468519331,1.31,1.63,1.139712718,1.122522401,8.689557614,8.8,17.48955761,4818.770925
5117,14:44:08,64.74069567,103,5014,5031,5120,5123,5131,5171,5110,5125,5141,10.6,8.9,0.3,0.8,3.1,8.1,1.104291731,1.172464941,-42.69683806,6.62029921,1.863202701,6.354528979,11.05409097,3.513974321,51.02542281,2.011627423,5.447834269,44.56004076,2.840554658,39.97133184,0.61211621,-3.550693323,-5.800685008,1.136221863,1.348804013,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.705167758,3.223839391,3304.435375,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1778652.988,1778.652988,268.358056,0.212684817,4575,973.0330394,0.973033039,2700.872828,407.4999375,2786.258255,1.518493403,1.566499072,1428.557911,1272.314917,2975,6229,6,11950.81973,16205.23697,1.355993759,2505013.399,3259953.503,1.301371683,4.017965,1.038931733,14514.62632,9019.048742,3.705664957,3.550693323,1.31,1.63,1.139712718,1.122522401,8.689557614,10,18.68955761,4818.770925
51426,16:01:19,174.8406204,103,51340,51351,51432,51440,51447,51465,51433,51443,51455,9.2,8.1,0.8,0.7,2.2,7.4,3.753267762,3.456313472,-3.236684259,6.00238362,33.90222719,5.285503117,13.53484403,3.73394267,46.16675765,2.61722805,2.546070147,37.13891145,1.551560447,32.63191362,0.314329648,-2.216514925,-7.051561761,0.543046157,0.59118985,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.643990643,3.162662275,3241.728832,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1156138.084,1156.138084,174.4347946,0.212684817,4575,973.0330394,0.973033039,2649.619776,399.7670242,2786.258255,2.291784876,2.409970136,1377.304859,1272.314917,50102,53211,5,7047.545296,13248.09888,1.879817486,1755964.413,3198091.07,1.821273282,3.12737,0.808649138,17292.0423,-2601.181319,2.927823544,2.216514924,1.31,1.63,1.139712718,1.122522401,8.689557614,9.6,18.28955761,4818.770925
22719,15:13:28,135.9337461,103,22655,22666,22721,22724,22731,22739,22719,22726,22740,6.6,5.5,0.3,0.7,2.1,4.8,2.383466812,2.251004144,-5.706772351,7.010602434,30.18963814,6.638403492,26.63498655,3.774009808,49.08696849,2.399008851,4.759598289,35.89641049,2.864393684,22.45198194,0.865381507,-4.091990978,-4.728539891,1.00253779,1.195859859,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.995834557,3.51450619,3602.368844,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1784602.972,1784.602972,269.2557725,0.212684817,4575,973.0330394,0.973033039,2944.388079,444.2408194,2786.258255,1.649884106,1.561276261,1672.073162,1272.314917,20329,24175,7,14126.26602,20610.71656,1.459035001,2532551.928,3553876.413,1.403278793,3.69445,0.955279934,19421.96478,7699.382302,3.978111052,4.091990977,1.31,1.63,1.139712718,1.122522401,8.689557614,6.5,15.18955761,4818.770925
23059,15:14:02,136.5908625,103,22836,22887,23061,23065,23072,23088,23056,23067,23079,22.5,17.4,0.4,0.7,2.3,16.7,2.024875721,2.109040691,-14.9458356,6.862191752,10.34003285,6.396126246,10.12587561,3.274501869,42.26228002,2.055820849,4.753151061,25.28586844,3.121624377,32.13640441,0.273169601,-4.459463396,-16.32488892,1.092568532,1.287189753,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.868298815,3.386970447,3471.644708,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,2282523.967,2282.523967,344.3806625,0.212684817,4575,973.0330394,0.973033039,2837.541,428.120039,2786.258255,1.243159345,1.220691785,1565.226084,1272.314917,20329,24175,7,17206.93623,19862.78701,1.154347685,3063747.491,3424911.988,1.117883245,3.42326,0.885157896,16239.86726,13317.05387,4.152894234,4.459463396,1.31,1.63,1.139712718,1.122522401,8.689557614,18.5,27.18955761,4818.770925
35650,15:35:01,157.4211307,103,35595,35603,35653,35657,35662,35682,35649,35658,35672,5.8,5,0.4,0.5,2.3,4.5,2.834615538,2.738657268,-2.719412015,6.132655604,15.58690095,5.359522281,16.42765254,3.522255171,51.57441431,1.898216307,3.393998336,18.30631297,1.83726711,35.14676177,0.678799667,-3.67453422,-5.413282295,0.459316778,0.549818441,8.150267839,bb180304-42,Minke,Antarctic,1.54,1.518671632,1.324356751,2.843028383,2914.104093,3.8674004,1.985452251,1.324735888,3.325757889,3408.901836,2.926759896,2.132214972,5.058974868,6627.909797,1040054.995,1040.054995,156.9205114,0.212684817,4575,973.0330394,0.973033039,2381.836432,359.364642,2786.258255,2.290106238,2.678952813,1109.521515,1272.314917,33871,37449,8,9817.150209,19054.69146,1.94095955,1637372.274,2874876.573,1.755786769,2.2191,0.57379629,20528.43642,3826.044935,3.76973409,3.67453422,1.31,1.63,1.139712718,1.122522401,8.689557614,5.9,14.58955761,4818.770925
